please,guaranteed,purchase,interested,store,account,customer,bank,sms,club,message,call,nationwide,cost,card,mail,apple,charges,update,today,Number of words,Number of Upper Case Words,Conatins Special Character,Noun,Pronoun,Adjective,Verb,Adverb,Preposition,Conjunction,Size,Number of Digits,Number of Alphabets,Number of Space,Number of Upper case letters,Number of Mathematical symbols,Number of punctuation symbols,Misspelled score,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,SMOGIndex,Phone Number,Email Id,URL present,Self Answering Type msg,Emotions present,Greeting tokens present,Contains visual morphemes,age_of_domain,is_atrate_present,is_hypen_present,number_of_dots,length_of_url,special_symbols_count_in_url,ssl_certifiacte_type,source_code_form_domain_match,apk_download_detection,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,4,2,1,3,1,4,2,141,1,104,28,4,0,8,10.34,8.740689655,10.12344828,4.468060655,84.04827586,12.97931034,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,26,0,21,2,1,0,3,66.67,3.67,5.2975,7.67159375,75.875,1.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,3,1,0,2,2,0,0,100,11,73,14,2,0,2,0,7.566666667,12.446,15.15387627,67.53,14,12.48683298,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,1,6,12,1,14,8,3,3,315,0,238,68,5,0,9,1.45,23.79833333,30.13916667,3.224435694,52.68,29.35555556,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,2,0,0,0,29,2,18,6,0,0,3,0,-6.117142857,-4.472857143,-3.227984,151.3871429,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,1,2,1,0,0,36,0,28,6,2,0,2,0,0.625714286,0.91,3.491845714,103.0442857,8.514285714,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,9,0,3,1,1,2,1,87,1,62,20,1,1,2,23.81,3.276190476,3.2,0.429830905,108.9771429,8.4,3,1,0,1,1,1,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,2,1,0,29,0,24,5,0,0,0,16.67,-1.45,0.41,2.787386667,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,4,0,1,1,0,0,62,0,41,14,3,1,5,6.67,-1.076666667,0.6625,1.82308025,124.155,4.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,1,0,1,0,0,27,0,20,6,1,0,1,0,-2.745714286,-4.472857143,-3.227984,127.2157143,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,2,0,0,0,24,0,17,4,1,1,1,40,-6.56,-2.916,-1.7267666,151,2,3,1,0,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,2,0,5,0,2,0,0,1,0,119,21,72,19,13,2,4,10,4.666956522,9.114782609,6.687842217,102.5682609,10.93913043,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,6,1,1,4,1,1,0,112,0,87,21,3,0,4,0,5.862727273,8.195909091,6.106457682,92.21409091,8.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,0,1,1,1,0,1,57,1,44,11,1,0,1,0,-0.535384615,1.373846154,2.276581769,122.0553846,5.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,26,0,22,4,1,0,0,0,0.52,1.794,4.1530844,100.24,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,4,2,1,0,1,1,3,110,0,87,18,4,0,5,5.26,7.20952381,8.582857143,7.149660619,80.77714286,12.20952381,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,6,0,4,0,2,2,0,1,0,147,25,90,26,24,0,6,7.41,4.601428571,11.91464286,7.291895464,111.9435714,12.62857143,8.477225575,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,7,4,0,5,0,1,0,147,0,106,32,8,0,7,3.03,7.13,10.40071429,5.401943357,93.815,12.62857143,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,1,0,0,0,0,0,32,0,25,6,1,0,1,0,-1.06,-1.108571429,0.971909571,115.13,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,10,1,6,0,1,3,0,151,1,115,29,2,0,6,13.33,10.20322581,11.69451613,5.24679071,77.12483871,16.27096774,12.48683298,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,0,42,0,36,2,36,0,4,100,-13.64,14.982,20.6166672,201.76,2,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,1,2,0,0,0,30,0,23,6,1,0,1,42.86,0.625714286,-2.454285714,-0.708047857,103.0442857,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,4,0,1,1,3,1,135,0,108,24,1,0,3,0,11.79615385,11.13461538,7.485220154,56.79884615,15.01538462,12.48683298,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,6,0,6,0,3,0,1,94,0,74,13,1,0,7,50,8.392941176,7.572352941,8.053413294,65.16823529,9.152941176,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,1,0,0,0,0,28,0,19,5,1,0,3,16.67,-1.84,-1.032,0.6251738,117.16,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,4,0,1,0,0,4,0,91,0,74,15,6,0,2,12.5,9.14,9.306,11.2339756,56.25,14,12.48683298,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,1,0,0,38,0,30,3,1,0,5,50,-1.45,5.12,8.667237667,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,4,0,0,0,0,1,0,46,0,36,9,2,0,1,0,1.29,0.526,2.4079316,103.625,4,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,0,1,1,0,0,0,23,0,18,5,1,0,0,16.67,-5.383333333,-4.3,-3.092464333,144.345,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,10,5,2,1,2,7,0,304,2,227,54,9,0,21,21.82,19.88912281,25.99263158,7.302680193,53.99052632,24.90526316,12.48683298,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,3,1,1,1,2,0,61,0,46,14,2,0,1,20,1.273333333,0.514,0.258253733,112.65,6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,24,0,20,3,4,0,1,0,3.67,4.12,6.201631,75.875,1.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,2,0,4,0,1,1,42,0,32,8,1,0,2,11.11,-1.07,-1.358,0.0559912,120.545,4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,1,2,0,0,45,0,34,7,1,0,3,0,5.23,2.5875,5.49015275,71.815,8.2,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,1,3,4,0,1,0,1,54,1,39,14,3,0,0,6.67,0.486666667,-1.37,-2.093686667,118.29,6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,1,0,1,1,0,26,0,19,5,1,0,2,33.33,-1.45,-3.515,-2.112489167,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,4,0,2,0,1,0,1,60,1,41,11,3,0,7,16.67,1.873333333,1.055,2.313067833,103.005,8.133333333,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,2,0,3,0,0,1,0,2,5,159,19,108,24,24,1,4,32,9.797391304,16.0773913,15.37979587,65.78565217,10.93913043,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,11,0,5,1,2,2,1,141,1,101,32,4,0,7,18.18,10.16411765,9.7,0.968534882,82.74852941,14.77647059,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,4,1,1,0,0,1,1,147,8,106,28,17,0,5,6.9,5.07862069,11.58517241,6.292842,110.3034483,11.6,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,1,0,1,0,35,0,26,6,3,0,3,0,-3.62,-2.1225,-0.38969825,135.265,3.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,1,1,0,0,0,32,0,26,6,1,0,0,0,0.625714286,-0.435714286,1.811888286,103.0442857,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,2,5,4,2,2,3,1,142,1,110,28,5,0,3,6.9,7.113103448,11.09793103,5.684581552,95.71724138,14.35862069,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,5,1,1,1,0,0,0,59,0,39,13,3,0,7,7.14,-0.858571429,-1.309285714,-1.534596214,126.1535714,5.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,3,0,3,2,0,0,0,106,8,77,18,9,0,2,5.26,6.104210526,9.141052632,8.946567316,85.13947368,9.705263158,8.477225575,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,1,2,7,0,3,2,0,2,96,0,69,22,4,0,5,4.35,2.10173913,4.2,0.552345522,120.9595652,9.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1,1,0,0,30,0,24,5,1,0,1,0,-1.45,0.41,2.787386667,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,6,0,2,2,2,0,1,147,15,96,30,21,1,5,22.58,5.635483871,10.93483871,4.298427645,109.8732258,13.69032258,8.477225575,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,4,2,2,3,3,1,1,126,0,96,23,2,0,7,0,7.257692308,8.960769231,4.771442769,89.33730769,13.47692308,10.74596669,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,7,0,4,0,1,0,2,1,0,122,23,75,23,29,0,1,16.67,1.145,9.8025,6.97578425,129.6,11.26666667,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,2,0,0,1,0,0,41,0,27,6,1,0,6,28.57,-2.718181818,-4.369090909,-4.058195182,134.1427273,4.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,0,1,1,0,30,0,22,6,1,0,2,14.29,-2.145,-4.4775,-3.32962375,124.69,3.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,4,3,3,2,1,4,0,157,0,125,29,2,0,3,0,11.64,12.9684375,6.242761469,68.605,17.8,13.95445115,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,4,0,1,0,2,1,1,71,0,56,12,3,0,3,0,4.910769231,5.359230769,7.251840308,83.00923077,11.35384615,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,3,5,0,1,2,1,112,0,91,20,1,0,1,4.76,8.895238095,9.48,8.269632238,68.69142857,12.20952381,10.74596669,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,1,0,0,0,1,0,43,0,33,6,1,0,4,14.29,2.28,1.99875,4.755171375,92.965,8.2,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,14,1,11,2,2,0,0,33.33,-2.62,-1.09,-2.143826667,119.19,1.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2,0,0,1,0,1,49,0,40,8,1,0,1,0,2.342222222,4.003333333,7.044391556,94.3,8.044444444,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,2,0,47,0,40,7,1,0,0,25,5.23,6.12,9.900041,71.815,8.2,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0,4,0,2,2,1,1,2,134,5,100,22,9,1,3,17.39,7.745217391,11.57217391,9.755590565,80.49869565,12.67826087,10.74596669,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,2,0,0,0,42,0,33,6,2,0,3,14.29,-1.591111111,0.34,2.471174111,122.5,3.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,0,1,0,1,0,26,0,20,6,1,0,0,0,-2.745714286,-4.472857143,-3.227984,127.2157143,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,6,0,2,1,0,2,0,0,1,110,32,57,17,26,0,3,33.33,-3.832631579,10.13263158,10.18443068,156.3815789,7.6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,1,0,23,0,17,5,1,0,1,16.67,-3.416666667,-5.085,-4.0724395,130.245,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,1,0,0,30,0,24,5,1,0,1,33.33,-1.06,-1.781428571,0.131930857,115.13,2.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,2,6,0,3,0,2,0,108,0,81,24,3,0,3,0,5.96,6.3304,2.06642204,96.86,11.6,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,3,2,3,3,3,1,1,162,19,105,27,7,2,7,17.86,8.925185185,13.70111111,10.10713096,79.16333333,13.76296296,10.74596669,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,2,0,0,1,0,1,1,110,19,71,13,11,1,4,50,5.206666667,14.644,17.89780673,84.45,8.666666667,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1,1,1,2,2,3,0,0,119,0,85,18,16,0,15,15.79,4.253636364,7.767727273,5.571925773,103.7504545,8.8,3,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,1,0,0,0,0,37,0,27,5,1,1,3,16.67,2.88,6.504,10.0329354,83.32,2,3,1,0,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,1,1,0,2,1,0,74,0,57,13,2,1,3,14.29,4.910769231,5.721538462,7.704136538,83.00923077,8.276923077,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,4,0,4,1,1,2,1,152,11,109,29,36,0,1,20,3.583333333,12.41,6.732357333,122.805,12,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,3,1,1,1,1,1,1,46,1,32,11,2,0,2,8.33,-2.06,-2.4775,-2.096820417,131.205,4.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,1,2,0,1,39,0,31,7,0,0,1,12.5,2.28,0.82125,3.285208625,92.965,8.2,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,1,4,0,7,1,2,0,0,432,1,354,62,78,0,15,12.7,29.27652174,37.3026087,14.02180216,8.060869565,29.33913043,12.48683298,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,5,0,2,0,0,2,0,127,0,104,20,2,1,2,23.81,10.5,13.062,13.2950572,55.405,10,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,0,36,0,28,7,1,0,1,0,-2.902222222,-2.276666667,-0.795409778,131.9,3.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,1,2,2,1,0,0,34,1,24,8,1,0,1,0,-1.591111111,-3.846666667,-2.755360111,122.5,3.6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,1,5,1,0,1,2,0,72,0,56,14,2,0,2,0,2.846666667,3.654,4.1781544,101.37,8.666666667,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,1,1,0,25,0,19,5,1,0,1,0,-1.45,-3.515,-2.112489167,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,0,27,0,22,5,1,0,0,0,-1.45,-1.16,0.827436333,116.145,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,1,0,4,0,1,48,0,36,10,2,0,2,0,4.790909091,-0.515454545,0.752592,80.30636364,4.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,3,3,0,2,2,2,2,90,0,70,19,2,0,1,0,4.6,5.055,3.2993105,97.705,8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,2,2,1,0,50,0,39,7,1,0,4,25,2.47,1.939,4.1718869,95.165,12,10.74596669,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,0,0,2,0,0,47,0,37,8,2,0,2,0,4.964444444,2.433333333,5.084441222,75.5,16.93333333,12.48683298,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,1,1,0,22,0,17,4,1,0,1,0,-4.2,-2.916,-1.7267666,134.08,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,1,0,0,0,1,41,0,33,7,1,0,1,12.5,2.28,1.99875,4.755171375,92.965,3.2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,1,0,37,0,27,7,1,0,2,12.5,0.625714286,0.237142857,2.651867,103.0442857,2.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,6,2,2,3,2,2,0,159,0,124,30,3,0,5,3.23,10.53375,12.82125,6.059016125,76.53625,14.05,8.477225575,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,5,2,0,2,1,2,0,91,2,70,15,1,0,4,12.5,6.310588235,7.018235294,7.361666118,80.09764706,9.152941176,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,3,0,0,1,1,1,0,69,0,48,12,1,1,7,23.08,4.823333333,3.41,5.252993333,81.855,4.8,3,1,0,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,27,0,21,4,1,0,2,20,-3.416666667,-1.945,-0.152538833,130.245,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,2,0,35,0,27,5,1,0,3,0,4.45,2.765,5.727312167,73.845,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,3,1,2,0,0,0,0,87,0,66,15,5,0,6,31.25,4.922352941,5.355882353,5.286424588,90.05058824,6.8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,1,0,0,0,1,0,32,0,21,6,1,1,3,42.86,0.516666667,-1.945,-0.152538833,102.045,2.4,3,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,2,0,1,0,0,46,0,34,9,1,0,3,40,4.83,-0.416,1.2319614,78.245,8,8.477225575,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,1,1,1
